bike_name,price,city,kms_driven,owner,age,power,brand
Other Apache RTR 160,67996,Lucknow,90728,Fourth Owner,18,100,Other
KTM Classic 350,186977,Lucknow,69197,Fourth Owner,4,200,KTM
TVS Classic 350,150329,Pune,60763,Fourth Owner,16,180,TVS
Honda Other Model,490032,Pune,9327,Third Owner,4,500,Honda
TVS Pulsar 150cc,647143,Delhi,10007,First Owner,2,650,TVS
Royal Enfield Splendor Plus,82619,Pune,95724,First Owner,6,110,Royal Enfield
Hero Shine 125cc,150382,Pune,92942,Fourth Owner,14,180,Hero
Suzuki Duke 200,131688,Jaipur,84532,Second Owner,13,160,Suzuki
Royal Enfield Splendor Plus,332698,Ahmedabad,69351,Fourth Owner,5,350,Royal Enfield
Hero Other Model,624771,Hyderabad,87115,First Owner,8,650,Hero
Honda Splendor Plus,84004,Chennai,39169,First Owner,4,100,Honda
TVS FZ S,91823,Lucknow,6746,Third Owner,3,100,TVS
Yamaha Shine 125cc,144421,Delhi,29875,First Owner,7,160,Yamaha
Bajaj Splendor Plus,146627,Hyderabad,67015,Second Owner,16,180,Bajaj
Royal Enfield Access 125,197489,Delhi,51451,Fourth Owner,10,220,Royal Enfield
KTM Apache RTR 160,134376,Hyderabad,58796,Third Owner,18,160,KTM
Royal Enfield Apache RTR 160,154637,Delhi,97300,Third Owner,10,180,Royal Enfield
Bajaj Other Model,186453,Bangalore,35114,Fourth Owner,7,200,Bajaj
Honda FZ S,191983,Ahmedabad,10833,Second Owner,7,200,Honda
KTM Pulsar 150cc,140689,Delhi,24252,Second Owner,8,150,KTM
Hero Pulsar 150cc,137036,Mumbai,24885,Fourth Owner,19,160,Hero
Royal Enfield Access 125,186365,Pune,98345,Fourth Owner,18,220,Royal Enfield
Bajaj Other Model,167144,Bangalore,60231,Third Owner,2,180,Bajaj
TVS Duke 200,480726,Pune,50272,Fourth Owner,9,500,TVS
Honda Other Model,627780,Bangalore,51165,First Owner,15,650,Honda
Bajaj Splendor Plus,80399,Chennai,10321,Fourth Owner,13,100,Bajaj
Other Access 125,167042,Lucknow,5566,First Owner,11,180,Other
Bajaj Duke 200,103638,Delhi,65363,Fourth Owner,12,125,Bajaj
TVS Apache RTR 160,86408,Chennai,98094,First Owner,5,110,TVS
Bajaj Duke 200,111070,Ahmedabad,69523,Fourth Owner,2,125,Bajaj
KTM Shine 125cc,97836,Ahmedabad,19648,Third Owner,8,110,KTM
Other FZ S,129565,Ahmedabad,72272,First Owner,2,150,Other
Hero Other Model,70410,Chennai,63904,Fourth Owner,17,100,Hero
Other Duke 200,96417,Delhi,34675,Third Owner,17,125,Other
KTM Apache RTR 160,327029,Ahmedabad,28056,Fourth Owner,17,350,KTM
KTM Apache RTR 160,198556,Lucknow,15502,Fourth Owner,19,220,KTM
Hero Access 125,162757,Mumbai,12233,Third Owner,14,180,Hero
Royal Enfield Pulsar 150cc,90283,Mumbai,14993,Second Owner,17,110,Royal Enfield
Hero Pulsar 150cc,114047,Mumbai,19520,Third Owner,4,125,Hero
TVS Splendor Plus,77742,Kolkata,90364,Third Owner,14,110,TVS
Royal Enfield Access 125,483996,Ahmedabad,27687,First Owner,14,500,Royal Enfield
Royal Enfield Splendor Plus,120307,Lucknow,78479,Second Owner,10,150,Royal Enfield
TVS Shine 125cc,169008,Kolkata,81440,Second Owner,16,200,TVS
Hero Shine 125cc,104507,Mumbai,13329,First Owner,13,125,Hero
TVS Pulsar 150cc,326376,Jaipur,23223,Fourth Owner,19,350,TVS
KTM Classic 350,323797,Jaipur,80191,First Owner,14,350,KTM
Honda Access 125,94537,Chennai,44840,First Owner,11,110,Honda
Bajaj Classic 350,120597,Ahmedabad,30395,First Owner,2,125,Bajaj
Other Shine 125cc,156327,Chennai,39999,Second Owner,14,180,Other
Yamaha FZ S,187593,Delhi,61318,First Owner,19,220,Yamaha
Suzuki Pulsar 150cc,167901,Kolkata,90349,Fourth Owner,10,200,Suzuki
Hero Classic 350,140474,Ahmedabad,13335,Third Owner,9,150,Hero
Royal Enfield FZ S,198923,Bangalore,71313,First Owner,4,220,Royal Enfield
Honda Splendor Plus,125007,Hyderabad,39917,Third Owner,18,150,Honda
Royal Enfield Splendor Plus,133316,Hyderabad,77788,Fourth Owner,5,150,Royal Enfield
Suzuki Other Model,139646,Jaipur,10663,First Owner,12,150,Suzuki
Royal Enfield Shine 125cc,324709,Ahmedabad,85371,Second Owner,7,350,Royal Enfield
KTM Access 125,633316,Lucknow,1089,First Owner,12,650,KTM
Royal Enfield Apache RTR 160,627669,Lucknow,39690,First Owner,18,650,Royal Enfield
Honda Splendor Plus,94161,Delhi,80799,Second Owner,3,110,Honda
KTM Apache RTR 160,168781,Ahmedabad,84087,Third Owner,19,200,KTM
Royal Enfield Duke 200,133838,Ahmedabad,44143,First Owner,17,160,Royal Enfield
TVS FZ S,155535,Kolkata,75759,Fourth Owner,13,180,TVS
Other Splendor Plus,158651,Hyderabad,13923,Fourth Owner,16,180,Other
Other Apache RTR 160,146146,Bangalore,64438,Fourth Owner,5,160,Other
Suzuki FZ S,104094,Kolkata,39501,Third Owner,11,125,Suzuki
Suzuki FZ S,142884,Pune,34458,Third Owner,11,160,Suzuki
Yamaha FZ S,626088,Kolkata,84556,Fourth Owner,4,650,Yamaha
Honda Access 125,628199,Chennai,32112,Third Owner,13,650,Honda
Yamaha Other Model,149504,Pune,55564,Third Owner,4,160,Yamaha
Hero Classic 350,96083,Jaipur,13025,First Owner,1,100,Hero
TVS Apache RTR 160,151471,Lucknow,32790,Fourth Owner,19,180,TVS
Royal Enfield Apache RTR 160,89272,Mumbai,91966,Fourth Owner,4,110,Royal Enfield
Royal Enfield Pulsar 150cc,331177,Jaipur,56184,First Owner,4,350,Royal Enfield
Other Access 125,138980,Hyderabad,87935,First Owner,4,160,Other
Royal Enfield Other Model,477327,Chennai,87012,Third Owner,7,500,Royal Enfield
Hero Shine 125cc,133417,Kolkata,98274,Third Owner,9,160,Hero
Suzuki Duke 200,207347,Lucknow,4370,Fourth Owner,12,220,Suzuki
Royal Enfield Splendor Plus,86913,Bangalore,96224,First Owner,1,110,Royal Enfield
Yamaha Duke 200,98402,Lucknow,6389,Third Owner,6,110,Yamaha
Suzuki Pulsar 150cc,166302,Ahmedabad,74561,Second Owner,3,180,Suzuki
Bajaj Splendor Plus,182769,Pune,62854,First Owner,9,200,Bajaj
Royal Enfield Pulsar 150cc,79656,Pune,46724,First Owner,8,100,Royal Enfield
Suzuki Other Model,198479,Mumbai,37218,Second Owner,15,220,Suzuki
Honda Duke 200,165559,Chennai,31019,First Owner,4,180,Honda
Other Classic 350,158756,Mumbai,27201,First Owner,14,180,Other
Bajaj Shine 125cc,152140,Pune,63881,Third Owner,16,180,Bajaj
Hero Classic 350,153959,Kolkata,7708,Third Owner,6,160,Hero
TVS Splendor Plus,165042,Kolkata,73168,Third Owner,3,180,TVS
Royal Enfield FZ S,77988,Delhi,8120,Third Owner,19,100,Royal Enfield
TVS Splendor Plus,93131,Ahmedabad,95591,Second Owner,1,110,TVS
Suzuki Other Model,174629,Delhi,58476,Fourth Owner,14,200,Suzuki
KTM Other Model,66348,Pune,96292,Second Owner,18,100,KTM
Royal Enfield Classic 350,171272,Chennai,28886,Second Owner,3,180,Royal Enfield
Other FZ S,137487,Ahmedabad,93253,Fourth Owner,1,160,Other
Bajaj Classic 350,482086,Mumbai,31959,First Owner,7,500,Bajaj
Hero Apache RTR 160,163686,Hyderabad,42956,Second Owner,10,180,Hero
Suzuki Access 125,199272,Kolkata,72855,Fourth Owner,3,220,Suzuki
TVS Pulsar 150cc,168530,Jaipur,61200,Second Owner,18,200,TVS
KTM Other Model,94896,Kolkata,9309,Second Owner,10,110,KTM
Yamaha Duke 200,334026,Kolkata,28280,First Owner,12,350,Yamaha
Yamaha Splendor Plus,140278,Kolkata,48319,First Owner,11,160,Yamaha
Royal Enfield Access 125,141335,Hyderabad,44320,Second Owner,13,160,Royal Enfield
Royal Enfield Duke 200,497170,Hyderabad,23456,Fourth Owner,2,500,Royal Enfield
Hero Access 125,144778,Delhi,81959,First Owner,1,160,Hero
Suzuki Access 125,195466,Hyderabad,44663,Third Owner,15,220,Suzuki
Suzuki Access 125,73375,Bangalore,80627,Third Owner,10,100,Suzuki
Yamaha Splendor Plus,202715,Jaipur,6323,Fourth Owner,1,200,Yamaha
TVS Splendor Plus,177003,Kolkata,95276,Fourth Owner,3,200,TVS
TVS FZ S,148972,Mumbai,31454,Third Owner,2,160,TVS
Bajaj Shine 125cc,182486,Lucknow,48630,First Owner,5,200,Bajaj
Other Apache RTR 160,187066,Ahmedabad,2561,Third Owner,16,200,Other
Other Access 125,66704,Chennai,86025,Fourth Owner,13,100,Other
Other Apache RTR 160,201297,Kolkata,78467,First Owner,6,220,Other
Bajaj Pulsar 150cc,165304,Chennai,42776,Third Owner,4,180,Bajaj
Other Pulsar 150cc,152312,Mumbai,9190,Second Owner,1,160,Other
Yamaha Classic 350,131723,Chennai,38121,First Owner,13,150,Yamaha
Yamaha Access 125,180929,Ahmedabad,36890,Fourth Owner,12,200,Yamaha
Hero Duke 200,84918,Bangalore,1720,First Owner,15,100,Hero
Hero Duke 200,73375,Pune,78591,Third Owner,17,110,Hero
Honda Duke 200,189984,Ahmedabad,83702,First Owner,18,220,Honda
Royal Enfield Pulsar 150cc,134565,Bangalore,97595,Fourth Owner,3,160,Royal Enfield
Other Classic 350,80118,Chennai,8898,First Owner,17,100,Other
Suzuki Duke 200,152034,Chennai,12248,Second Owner,4,160,Suzuki
KTM Classic 350,138749,Lucknow,59412,Second Owner,10,160,KTM
Hero Pulsar 150cc,637694,Hyderabad,15423,First Owner,7,650,Hero
TVS Shine 125cc,87959,Chennai,34257,Fourth Owner,4,100,TVS
Bajaj Pulsar 150cc,132367,Lucknow,57642,Fourth Owner,12,160,Bajaj
Bajaj Splendor Plus,481729,Bangalore,9687,First Owner,15,500,Bajaj
Honda Access 125,154404,Mumbai,66696,Fourth Owner,9,180,Honda
Yamaha Pulsar 150cc,491630,Kolkata,36144,Third Owner,2,500,Yamaha
Bajaj Duke 200,169864,Chennai,20568,Second Owner,2,180,Bajaj
Bajaj Splendor Plus,113986,Pune,16240,Third Owner,4,125,Bajaj
Bajaj Other Model,212683,Mumbai,35568,Third Owner,1,220,Bajaj
TVS Shine 125cc,623432,Delhi,71945,Second Owner,10,650,TVS
Hero Classic 350,66854,Kolkata,49019,Second Owner,19,100,Hero
Suzuki Duke 200,74334,Chennai,75228,Second Owner,12,100,Suzuki
Bajaj Duke 200,69372,Bangalore,51584,Second Owner,17,100,Bajaj
Yamaha Duke 200,208313,Delhi,56740,First Owner,1,220,Yamaha
Hero FZ S,82526,Kolkata,69014,First Owner,12,110,Hero
Honda Other Model,203671,Bangalore,8474,Second Owner,17,220,Honda
KTM Duke 200,622921,Mumbai,47318,Fourth Owner,17,650,KTM
KTM Shine 125cc,479576,Bangalore,49961,Fourth Owner,12,500,KTM
Honda Splendor Plus,123495,Delhi,69979,Second Owner,17,150,Honda
Other FZ S,332938,Hyderabad,12897,Fourth Owner,15,350,Other
Honda FZ S,466145,Lucknow,91963,Fourth Owner,16,500,Honda
TVS Splendor Plus,139980,Kolkata,24738,First Owner,6,150,TVS
Other Other Model,468509,Kolkata,80948,Third Owner,15,500,Other
Hero Other Model,320890,Mumbai,55073,First Owner,14,350,Hero
Bajaj Other Model,96206,Pune,79876,Third Owner,9,125,Bajaj
Other Apache RTR 160,628267,Kolkata,62670,Third Owner,6,650,Other
Royal Enfield Duke 200,140859,Bangalore,54724,Fourth Owner,3,150,Royal Enfield
Bajaj Splendor Plus,482356,Lucknow,41750,Second Owner,14,500,Bajaj
Yamaha Shine 125cc,99813,Hyderabad,91182,Second Owner,7,125,Yamaha
Suzuki Access 125,122279,Delhi,85974,Third Owner,15,150,Suzuki
Other Classic 350,483549,Lucknow,33751,Second Owner,13,500,Other
Hero Splendor Plus,611593,Kolkata,98063,Second Owner,14,650,Hero
Suzuki Other Model,143067,Hyderabad,76583,Fourth Owner,6,160,Suzuki
Hero Other Model,80953,Bangalore,68964,First Owner,5,100,Hero
KTM FZ S,318068,Bangalore,70655,Fourth Owner,13,350,KTM
Yamaha Shine 125cc,342847,Jaipur,54393,Fourth Owner,1,350,Yamaha
Bajaj Splendor Plus,87948,Bangalore,58091,Fourth Owner,12,110,Bajaj
Bajaj Other Model,177917,Ahmedabad,58241,Third Owner,11,200,Bajaj
TVS Access 125,143991,Jaipur,79145,Third Owner,3,160,TVS
Yamaha Classic 350,117008,Chennai,26092,First Owner,1,125,Yamaha
Hero Other Model,139085,Delhi,98603,Third Owner,5,160,Hero
Royal Enfield Pulsar 150cc,335589,Jaipur,24117,Third Owner,12,350,Royal Enfield
Hero Duke 200,152183,Jaipur,29532,Fourth Owner,19,180,Hero
Yamaha FZ S,90435,Delhi,99929,First Owner,3,110,Yamaha
Royal Enfield Other Model,124629,Bangalore,74089,Third Owner,6,150,Royal Enfield
Suzuki Apache RTR 160,196181,Lucknow,8752,Second Owner,6,200,Suzuki
Suzuki Apache RTR 160,190588,Kolkata,82777,Second Owner,12,220,Suzuki
Other Classic 350,470011,Lucknow,74969,Fourth Owner,11,500,Other
Bajaj Splendor Plus,96444,Delhi,71227,First Owner,12,125,Bajaj
Bajaj Duke 200,202615,Kolkata,46010,Third Owner,7,220,Bajaj
Suzuki Pulsar 150cc,103170,Mumbai,47294,Second Owner,9,125,Suzuki
KTM Duke 200,179058,Delhi,56951,Fourth Owner,8,200,KTM
Yamaha Shine 125cc,193976,Mumbai,4157,Third Owner,7,200,Yamaha
Honda Splendor Plus,130387,Pune,42134,First Owner,19,160,Honda
Yamaha Pulsar 150cc,141398,Bangalore,10932,First Owner,11,150,Yamaha
Bajaj Pulsar 150cc,87900,Hyderabad,1772,First Owner,12,100,Bajaj
Suzuki Other Model,88606,Pune,42973,First Owner,14,110,Suzuki
Suzuki Classic 350,488015,Mumbai,19088,First Owner,5,500,Suzuki
Other Duke 200,86819,Lucknow,38212,Third Owner,1,100,Other
Honda Splendor Plus,198799,Chennai,23672,First Owner,15,220,Honda
Honda Duke 200,89437,Chennai,62625,First Owner,19,125,Honda
Honda Classic 350,619745,Lucknow,57318,First Owner,19,650,Honda
Hero Shine 125cc,104605,Lucknow,61716,Fourth Owner,6,125,Hero
Yamaha Access 125,175343,Hyderabad,57072,Second Owner,12,200,Yamaha
Bajaj Pulsar 150cc,124638,Bangalore,49473,Fourth Owner,16,150,Bajaj
Yamaha Access 125,96909,Chennai,68997,Second Owner,17,125,Yamaha
Hero Other Model,102247,Ahmedabad,87526,Third Owner,8,125,Hero
Other Splendor Plus,477319,Lucknow,43398,Third Owner,11,500,Other
Bajaj Apache RTR 160,624621,Kolkata,62096,Third Owner,11,650,Bajaj
Honda Duke 200,624268,Ahmedabad,41969,Third Owner,18,650,Honda
Yamaha Splendor Plus,141348,Kolkata,56898,Fourth Owner,5,160,Yamaha
Suzuki FZ S,142551,Ahmedabad,2499,Second Owner,10,150,Suzuki
TVS Shine 125cc,157867,Chennai,80663,Fourth Owner,3,180,TVS
Honda Classic 350,98424,Hyderabad,90011,Third Owner,10,125,Honda
TVS Splendor Plus,166192,Pune,20243,Fourth Owner,8,180,TVS
TVS Shine 125cc,179595,Chennai,14202,First Owner,16,200,TVS
Hero Apache RTR 160,485045,Hyderabad,66589,First Owner,2,500,Hero
Hero Splendor Plus,194068,Hyderabad,85027,Third Owner,4,220,Hero
Honda Splendor Plus,137649,Delhi,61197,Second Owner,7,160,Honda
Suzuki Classic 350,90264,Bangalore,30643,Fourth Owner,14,110,Suzuki
KTM Classic 350,94486,Lucknow,8860,First Owner,6,100,KTM
Other Other Model,187391,Chennai,19927,Second Owner,10,200,Other
Royal Enfield Pulsar 150cc,147817,Ahmedabad,50291,Third Owner,1,160,Royal Enfield
Hero Classic 350,126211,Ahmedabad,70807,Fourth Owner,18,160,Hero
Hero Other Model,135812,Delhi,52016,First Owner,7,150,Hero
Other Duke 200,333424,Pune,5518,First Owner,16,350,Other
Other Pulsar 150cc,215835,Delhi,10005,Second Owner,3,220,Other
Other Shine 125cc,131172,Lucknow,37192,Third Owner,10,150,Other
Yamaha Duke 200,99711,Delhi,8220,Fourth Owner,11,110,Yamaha
Yamaha Classic 350,90841,Kolkata,16640,Third Owner,17,110,Yamaha
Other Shine 125cc,472116,Kolkata,94053,First Owner,7,500,Other
Other Duke 200,75560,Jaipur,74576,Second Owner,5,100,Other
Hero Duke 200,94450,Chennai,90808,Third Owner,15,125,Hero
Hero Classic 350,619464,Mumbai,69861,Fourth Owner,12,650,Hero
TVS Splendor Plus,471635,Kolkata,77203,Fourth Owner,12,500,TVS
Royal Enfield Pulsar 150cc,337653,Chennai,40400,Second Owner,8,350,Royal Enfield
Honda Classic 350,81239,Pune,75048,First Owner,15,110,Honda
KTM Pulsar 150cc,181400,Bangalore,62065,Third Owner,6,200,KTM
Yamaha Access 125,118042,Lucknow,67785,Third Owner,19,150,Yamaha
Bajaj Shine 125cc,87520,Bangalore,64087,First Owner,5,110,Bajaj
Other Access 125,91265,Delhi,58504,Second Owner,1,100,Other
Honda Apache RTR 160,158107,Hyderabad,37631,Third Owner,16,180,Honda
Honda Access 125,96685,Hyderabad,64612,Second Owner,11,125,Honda
Bajaj Duke 200,131724,Chennai,28173,Fourth Owner,12,150,Bajaj
Yamaha Classic 350,146402,Jaipur,11170,First Owner,4,150,Yamaha
Hero Apache RTR 160,195637,Delhi,83898,Fourth Owner,7,220,Hero
Yamaha Duke 200,176691,Hyderabad,82267,Second Owner,9,200,Yamaha
KTM Other Model,168359,Jaipur,25168,Fourth Owner,8,180,KTM
Honda Access 125,623444,Pune,85789,Fourth Owner,7,650,Honda
Royal Enfield Other Model,482098,Mumbai,49159,Fourth Owner,13,500,Royal Enfield
Suzuki Shine 125cc,94442,Mumbai,37974,Third Owner,4,110,Suzuki
Yamaha Duke 200,486016,Lucknow,60807,First Owner,5,500,Yamaha
Yamaha Duke 200,195777,Chennai,93390,Third Owner,10,220,Yamaha
Honda Shine 125cc,197063,Jaipur,96278,Second Owner,4,220,Honda
KTM Apache RTR 160,119809,Chennai,46995,Third Owner,18,150,KTM
Bajaj Access 125,83321,Ahmedabad,38736,Second Owner,10,100,Bajaj
Bajaj FZ S,621893,Jaipur,57792,First Owner,16,650,Bajaj
Royal Enfield Other Model,81285,Bangalore,40429,First Owner,9,100,Royal Enfield
KTM Classic 350,200849,Pune,17756,Second Owner,16,220,KTM
Royal Enfield Pulsar 150cc,94948,Bangalore,93987,First Owner,7,125,Royal Enfield
Royal Enfield Pulsar 150cc,331901,Hyderabad,31014,First Owner,16,350,Royal Enfield
Hero Shine 125cc,120958,Bangalore,67078,First Owner,16,150,Hero
TVS Apache RTR 160,462413,Bangalore,97415,Fourth Owner,18,500,TVS
Yamaha Apache RTR 160,79967,Bangalore,22339,Fourth Owner,12,100,Yamaha
Bajaj Splendor Plus,485790,Lucknow,59285,Third Owner,3,500,Bajaj
Suzuki Access 125,199438,Hyderabad,67898,Third Owner,7,220,Suzuki
Royal Enfield Other Model,195320,Mumbai,11131,First Owner,4,200,Royal Enfield
TVS Access 125,98703,Chennai,84150,First Owner,13,125,TVS
Bajaj Shine 125cc,106492,Kolkata,67400,First Owner,10,125,Bajaj
Bajaj Apache RTR 160,129053,Delhi,93699,Second Owner,4,150,Bajaj
Suzuki FZ S,195196,Chennai,47305,Third Owner,15,220,Suzuki
Other FZ S,324085,Jaipur,60163,First Owner,13,350,Other
Hero Apache RTR 160,100677,Chennai,98177,Fourth Owner,9,125,Hero
TVS Classic 350,98121,Kolkata,89816,First Owner,8,125,TVS
Suzuki Other Model,192700,Bangalore,41581,Third Owner,17,220,Suzuki
TVS Shine 125cc,136312,Ahmedabad,27627,Third Owner,7,150,TVS
Yamaha Apache RTR 160,99787,Lucknow,95236,First Owner,2,125,Yamaha
Yamaha Pulsar 150cc,172482,Bangalore,87829,Third Owner,5,200,Yamaha
TVS Access 125,472464,Bangalore,63309,First Owner,19,500,TVS
Yamaha Access 125,90809,Jaipur,73009,First Owner,4,110,Yamaha
Other Pulsar 150cc,117431,Hyderabad,73697,Second Owner,18,150,Other
Bajaj Classic 350,205226,Delhi,10375,Second Owner,17,220,Bajaj
Other FZ S,83867,Jaipur,2052,Fourth Owner,15,100,Other
Hero Shine 125cc,149577,Lucknow,20242,Third Owner,3,160,Hero
Honda Access 125,129890,Pune,86305,Third Owner,7,150,Honda
Royal Enfield Shine 125cc,140305,Ahmedabad,45978,Fourth Owner,9,160,Royal Enfield
Yamaha FZ S,173646,Chennai,84772,First Owner,6,200,Yamaha
Yamaha Other Model,156210,Lucknow,86529,Second Owner,4,180,Yamaha
Other Pulsar 150cc,628394,Ahmedabad,53812,First Owner,9,650,Other
KTM Splendor Plus,339681,Pune,46350,Fourth Owner,5,350,KTM
KTM Pulsar 150cc,63097,Delhi,98432,First Owner,15,100,KTM
Hero Apache RTR 160,78515,Mumbai,61571,Second Owner,11,100,Hero
TVS Apache RTR 160,483661,Chennai,62275,Second Owner,1,500,TVS
Honda Other Model,72739,Lucknow,97529,Third Owner,8,100,Honda
Suzuki Shine 125cc,173723,Ahmedabad,48714,Third Owner,16,200,Suzuki
Honda Classic 350,206001,Ahmedabad,15997,Fourth Owner,12,220,Honda
Honda FZ S,186423,Jaipur,95107,Fourth Owner,16,220,Honda
Bajaj Apache RTR 160,89500,Lucknow,42042,Third Owner,11,110,Bajaj
KTM Duke 200,121928,Kolkata,85639,First Owner,16,160,KTM
Other Classic 350,477884,Mumbai,74822,Third Owner,6,500,Other
KTM Access 125,98813,Mumbai,27034,Third Owner,16,125,KTM
Suzuki Classic 350,137415,Mumbai,8428,First Owner,18,160,Suzuki
KTM Shine 125cc,172819,Bangalore,86566,Third Owner,11,200,KTM
TVS Splendor Plus,94849,Pune,93767,Second Owner,7,125,TVS
Honda Shine 125cc,179302,Lucknow,62336,First Owner,13,200,Honda
Bajaj Access 125,88694,Ahmedabad,88111,Second Owner,15,125,Bajaj
TVS Apache RTR 160,64278,Bangalore,85964,Second Owner,16,100,TVS
TVS Access 125,76125,Delhi,62518,First Owner,13,100,TVS
Royal Enfield Duke 200,98623,Pune,86183,Fourth Owner,9,125,Royal Enfield
Hero Duke 200,610229,Kolkata,91139,Second Owner,18,650,Hero
TVS Splendor Plus,176932,Chennai,26979,Second Owner,15,200,TVS
Hero Access 125,324971,Ahmedabad,91289,Third Owner,6,350,Hero
TVS FZ S,80268,Hyderabad,62094,Third Owner,19,110,TVS
Yamaha Other Model,105785,Lucknow,59152,Second Owner,11,125,Yamaha
Bajaj Classic 350,88469,Jaipur,92924,First Owner,7,110,Bajaj
TVS Apache RTR 160,110839,Kolkata,25314,Second Owner,13,125,TVS
Suzuki Access 125,106519,Delhi,9111,Second Owner,14,125,Suzuki
Royal Enfield Pulsar 150cc,147822,Kolkata,96180,Fourth Owner,13,180,Royal Enfield
Yamaha Pulsar 150cc,135283,Jaipur,78026,Second Owner,6,160,Yamaha
Hero Shine 125cc,160159,Mumbai,12871,Fourth Owner,1,160,Hero
Suzuki Access 125,203505,Lucknow,29160,Second Owner,7,220,Suzuki
Other Apache RTR 160,137144,Chennai,52723,Second Owner,8,160,Other
Bajaj Classic 350,136056,Mumbai,48534,Third Owner,7,150,Bajaj
TVS Access 125,83575,Pune,89415,First Owner,2,100,TVS
Suzuki Splendor Plus,182639,Lucknow,34031,Second Owner,7,200,Suzuki
Royal Enfield Classic 350,143060,Jaipur,80561,Third Owner,16,180,Royal Enfield
Yamaha FZ S,133524,Ahmedabad,41049,Second Owner,7,150,Yamaha
KTM FZ S,122967,Jaipur,26690,Third Owner,19,150,KTM
Honda FZ S,84660,Pune,47311,Third Owner,6,100,Honda
Royal Enfield Splendor Plus,154031,Delhi,22708,Fourth Owner,2,160,Royal Enfield
Hero FZ S,135255,Mumbai,39407,Fourth Owner,17,160,Hero
Suzuki Apache RTR 160,156111,Hyderabad,91156,Fourth Owner,9,180,Suzuki
Suzuki Other Model,131768,Mumbai,97717,Fourth Owner,4,160,Suzuki
KTM Pulsar 150cc,160790,Mumbai,33281,First Owner,17,180,KTM
Yamaha Pulsar 150cc,203472,Lucknow,41687,Third Owner,8,220,Yamaha
KTM Classic 350,153689,Lucknow,88238,Third Owner,5,180,KTM
Other Splendor Plus,141590,Ahmedabad,28461,Second Owner,7,150,Other
Hero Shine 125cc,332832,Bangalore,3072,Fourth Owner,18,350,Hero
Other Pulsar 150cc,163053,Delhi,45348,Fourth Owner,3,180,Other
Suzuki Access 125,336673,Hyderabad,49585,Fourth Owner,4,350,Suzuki
Hero FZ S,111643,Delhi,38781,First Owner,9,125,Hero
Royal Enfield Other Model,168660,Ahmedabad,56642,Second Owner,2,180,Royal Enfield
Honda Access 125,171609,Chennai,97708,Second Owner,13,200,Honda
Hero FZ S,133442,Kolkata,69597,Second Owner,12,160,Hero
Bajaj Other Model,90749,Ahmedabad,57307,First Owner,8,110,Bajaj
Royal Enfield Pulsar 150cc,629969,Bangalore,87007,Fourth Owner,1,650,Royal Enfield
Hero Shine 125cc,144827,Bangalore,45297,Second Owner,1,150,Hero
Suzuki Shine 125cc,185254,Delhi,16020,Third Owner,9,200,Suzuki
